id,incorrect_name,length,ref_code,ref_name,ref_unit
-4457059150039938063,кабель волоконно-оптический 24 волокна одномод. 9/125мкм стандарта os2 внутр./внешний распределительный с плотным буфером lszh -40с нг(а)-нflтх черн. nikolan nkl-f-024s2i-00c-bk,177,,,
1004052036923059123,кабель волоконно-оптический 8 волокон одномод. 9/125мкм стандарта os2 внутр./внешний распределительный с плотным буфером lszh -40с нг(а)-нflтх черн. nikolan nkl-f-008s2i-00c-bk,176,,,
7461700041191926384,"кабель оптический дол-п-32у (4х8)-2,7кн от 1000м",48,,,
1613126186450237926,кабель рк 75-4.8-319 нг(а)-lsltx (м) паритет 259362,51,,,
-4249920813635503015,"контрольный гибкий кабель, кгпп нг(а)-нf- 7*0.75",48,,,
3650326059854933105,"контрольный гибкий кабель. кгпп нг(а)-hf- 7*0,75",48,,,
-8967690306681427322,"лан юнион волоконно-оптический внутриобъектовый кабель distribution, плотный буфер, sm 9/125 os2, 24в, lszh нг(а)-hflтх, цвет желтый",132,,,
4413394420889622022,"лан юнион волоконно-оптический внутриобъектовый кабель distribution, плотный буфер, sm 9/125 os2, 24в, lszh нг(а)-нрьтх, цвет желтый",132,,,
-7810749300412741694,"лан юнион волоконно-оптический внутриобъектовый кабель distribution, плотный буфер, sm 9/125 os2, 2в, lszh hг(a)-hfltx, цвет желтый",131,,,
-4796296284460382009,"лан юнион волоконно-оптический внутриобъектовый кабель distribution, плотный буфер, sm 9/125 os2, 4в, lszh нг(а)-hflтх, цвет желтый",131,,,
-7513926817191058667,"лан юнион волоконно-оптический внутриобъектовый кабель distribution, плотный буфер, sm 9/125 os2, 8в, lszh нг(а)-hflтх, цвет желтый",131,,,
-3025968248703164320,"лан юнион волоконно-оптический внутриобъектовый кабель distribution, плотный буфер, sm 9/125 os2, 8в, lszh нг(а)-нрьтх, цвет желтый",131,,,
-7506932048195727393,колодка для удлинителя 3-я с/з с крышкой 16а ip44 каучук черный (20шт/уп) ay-ka,79,,,
-6163092240995428386,"сегмент-окзнг(а)-frhf-м8п-4а 7,0",32,,,
1121144539109061761,"кабель окгц-00-1х4e3-(4,0)",26,,,
-2306312092656721593,"hyperline fo-st-out-9s-4-pe-bk, кабель волоконно-оптический 9/125 (smf-28 ultra) одномодовый, 4 волокна, армированный стекловолокном, волокна в оптичес (hyperline)",163,,,
-8115931892551723010,кабель fo-st-out-9s-4-pe-bk волоконно-оптический 9/125 (smf-28 ultra) одномод. 4 волокна армированный стекловолокном волокна в оптич. модуле с гидрофобным гелем (loose tube) для внешней прокладки ре (-40град.с - +70град.с) hyperline 397432,239,,,
5321102311533347206,"кабель nikolan волоконно-оптический, 24 волокна, одномодовый 9/ 125мкм, стандартаos2, внутренний/внешний, распределительный, с плотным буфером, полимерный материал hr(a)-lsltx,черный - гарантия: 5 лет расширенная / 25 лет системная (отгрузка может осуществляется с использованием альтернативного барабана, который подбирается в зависимости от требуемой длины и является отдельной позицией в прайс-листе)",403,,,
-705291840637890195,кабель волоконно-оптический 2 волокна одномод. 9/125мкм стандарта os2 внутр./внешний распределительный с плотным буфером lszh -400 hr(a)-hfltx черн. nikolan nkl-f-002s2i-00c-bk,176,,,
-7352694011994636964,кабель волоконно-оптический 4 волокна одномод. 9/125мкм стандарта os2 внутр./внешний распределительный с плотным буфером lszh -40с hr(a)-hfltx черн. nikolan nkl-f-004s2i-00c-bk,176,,,
-7857618672998236223,"кабель оптический co-in/out2-1, sm 9/125, 2 волокна, lszh",57,,,
2405570980044274182,"кабель оптический co-in/out24-1, sm 9/125, 24 волокна, lszh",59,,,
-4120298197741180330,"кабель оптический co-in/out4-1, sm 9/125, 4 волокна, lszh",57,,,
1012426554683611252,"оптический кабель одномод. 9/125, небронированный, для прокладки канализации, блоках, трубах, 4 волокна",103,,,
1548389336277257373,кабель оптический 24-х волоконный nkl-f-024s2i-00c-bk-f009,58,,,
386706694649605694,кабель оптический 2-х волоконный nkl-f-002s2i-00c-bk,52,,,
-3307027810334389845,кабель оптический 4-х волоконный nkl-f-004s2i-00c-bk-f001,57,,,
988584738461587235,кабель оптический 4-х волоконный сегмент-окзнг(а)-frhf-м8п-4а-7.0 мо,68,,,
3326978450453595138,кабель оптический 8-ми волоконный nkl-f-008s2i-00c-bk-f016,58,,,
-8396405674250497521,"кабель оптический co-in/out8-1, sm 9/125, 8 волокон, lszh",57,,,
-887309504166414225,"лан юнион волоконно-оптический внутриобъектовый кабель distribution, плотный буфер, sm 9/125 os2, 2в, lszh hr(a)-hfltx, цвет желтый",131,,,
586515773606053463,"лан юнион волоконно-оптический внутриобъектовый кабель distribution, плотный буфер, sm 9/125 os2, 4в, lszh hr(a)-hfltx, цвет желтый",131,,,
-7127335804663940054,"окб-0.22-48п - модульный бронированный оптический кабель для грунта и канализации, 48 волокон, 7кн",98,,,
-8749851422328643069,кабель кпснг (a) -frlsltx 1x2x0.75 для опс и соуэ огнестойкий,61,,,
9050488632380292743,"провод пугв 1,5 «желто-зеленый» пугвнг(a)-lsltx",47,,,
3183140785372046979,"провод пугв 2,5 «желто-зеленый» пугвнг(a)-lsltx",47,,,
2965983255694053788,"провод пугв 25,0 «желто-зеленый» пугвнг(a)-lsltx",48,,,
-9023166514904349346,"провод пугв 4,0 «желто-зеленый» пугвнг(a)-lsltx",47,,,
-9010817153531238644,"провод пугв 6,0 «желто-зеленый» пугвнг(a)-lsltx",47,,,
-5055387730020285206,"провод пугвнг(a)-lsltx 1,5 «желто-зеленый»",42,,,
-386956970671469197,"провод пугвнг(a)-lsltx 2,5 «желто-зеленый»",42,,,
8668359109708550717,провод пугвнг(a)-lsltx 25 «желто-зеленый»,41,,,
7042175902800038957,провод пугвнг(a)-lsltx 4 «желто-зеленый»,40,,,
695267295830316244,провод пугвнг(a)-lsltx 6 «желто-зеленый»,40,,,
-6792463326529355514,провод пугвнг(а)-ls 1*16 желто-зеленый,38,,,
4770693029436439532,провод пугвнг(а)-ls 1*25 зелено-желтый,38,,,
2168455043386512492,провод пугвнг(а)-ls 1*6 зелено-желтый,37,,,
-6998478476685313875,"кабель копсэкнг(а)-frhf 2x2x0,98 300 в",38,,,
2770311827426728609,"кабель копсэкнг(а)-frhf 2х2х0,98 300 в",38,,,
-2078250680366499299,"кабель кпсвэвнг(а)-lslтх 2x2x0,75",33,,,
8344166571141971453,"кабель кпснг(а)-frhf 2х2х0,5 (ту 16.к99-036-2007)",49,,,
-2856759350424004633,кабель кпснг(а)-frhf 2х2х0.5 300 в,34,,,
-4731878870982905263,"кабель кпснг(а)-frlsltx 2х2х0,75 300 в",38,,,
-9203517204551997757,"кабель кпснг(а)-frlslтх 2x2x0,75 300 в",38,,,
-627692747209378859,"кабель кпсэнг(а)-frhf 2x2x0,5 300 в",35,,,
873654905519817226,"кабель кпсэнг(а)-frhf 2х2х0,5 (ту 16.к99-036-2007)",50,,,
-7116538168820139757,"кабель кпсэнг(а)-frhf 2х2х0,5 300 в",35,,,
-5300323866874435180,"кабель кпсэнг(а)-frls 2x2x0,5 300 в",35,,,
9200343120795457797,"кабель кпсэнг(а)-frls 2х2х0,5 (ту 16.к99-036-2007)",50,,,
866178899184220294,"кабель кпсэнг(а)-frls 2х2х0,5 300 в",35,,,
2491201501522670419,"кабель мкшвнг(а)-hf 2х2х0.75 0,5/0,75 кв",40,,,
3456219032436295898,"кабель мкшвнг(а)-нf 2x2x0.75 0,5/0,75 кв",40,,,
-3272005547081480287,"кабель мкэшвнг(а)-hf 2х2х0,75 эм 0,5/0,75 кв",44,,,
-8636144802035094637,"кабель мкэшвнг(а)-нf 2x2x0,75 эм 0,5/0,75 кв",44,,,
-1991237695023313569,"кабель сегментлан f/utp cat5e pvclsнг(а)-frlsltx 2х2х0,52",57,,,
5078598491304710315,"кабель плоский лифтовой кпл 12x0,75 (40м)",41,,,
-4397057031482050189,"кабель комп cat5e/utp datafiber, 24awg 4x2x0,5 мм, 305 m",56,,,
-5327819068488497628,"кабель мкшвнг(а)-hf 4х2х0,75 0,5/0,75 кв",40,,,
-3664025926937191840,"кабель мкшвнг(а)-нf 4x2x0,75 0,5/0,75 кв",40,,,
7685017955579114193,"кабель сегментлан f/utp cat5e pvclsнг(а)-frlsltx 4х2х0,52",57,,,
-3879770898440646159,"кабель сегментлан f/utp cat5e pvclsнг(а)-ls 4х2х0,52",52,,,
9117562577261357072,кабель аввг 5x4.0 0.66кв,24,,,
6283557185085546154,"кабель ввгнг(а)-frlsltx 5х1,5ок(n,pe)-0,66кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",97,,,
-4597150627216691092,"кабель ввгнг(а)-lsltx 5х1,5ок(n, pe) - 0,66",43,,,
-8092935441304457073,"кабель ввгнг(а)-lsltx 5х1,5ок(n,pe)-0,66кв ту  16.к73.108-2013 (гост 31996-2012) (электрокабель)",96,,,
-4538113690765411034,"кабель ввгнг(а)-lsltx 5х1,5ок(n,pe)-0,66кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",95,,,
-578703036390754638,кабель кввгнг(а)-lsltx 5х1 660в ту 16.к73.108-2013 (гост 26411-85) (электрокабель),82,,,
8575400031746794475,"кабель ввгнг(а)-lsltx 1х2,5ок - 0,66",36,,,
572552807425562111,"кабель ввгнг(а)-lsltx 1х2,5ок-0,66кв ту 16.к73.108-2013  (гост 31996-2012) (электрокабель)",90,,,
-1997256668873471991,"кабель ввгнг(а)-lsltx 1х2,5ок-0,66кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",89,,,
-4850064132154164974,провод силовой пугвнг (a)-lsltx 1x2.5 белый (100м)тртс,54,,,
3611064604935384510,провод силовой пугвнг (a)-lsltx 1x2.5 голубой (100м)тртс,56,,,
3817876517064283194,провод силовой пугвнг (a)-lsltx 1x2.5 желто-зеленый (100м)тртс,62,,,
1305849091468995595,провод силовой пугвнг (a)-lsltx 1x4.0 белый (100м)тртс,54,,,
4766397432881825023,провод силовой пугвнг (a)-lsltx 1x4.0 голубой (100м)тртс,56,,,
-8350179696238209295,провод силовой пугвнг (a)-lsltx 1x4.0 желто-зеленый (100м)тртс,62,,,
-2025938789363887411,кабель ввгнг(а)-ls 1x400 1 кв (м) спец.,39,,,
8148750209649265066,кабель ввгнг(а)-ls 1x400-1 рэк,30,,,
-8238362317328827972,"кабель кг 1x70-0,66 кольчугино",30,,,
704387095205431337,кабель кгтп 1x70,16,,,
4591752106640040122,кабель кг-хл 1x70 380/660в-2 ту 16. к7з.05-2021 (гост 24334-2020) (м) кольчугино 100000869887030001,99,,,
-1661280398338743703,кабель силовой кгтп-хл 1х70 380/660-2 тртс,42,,,
7378751456441644201,кабель кгтп 1x95,16,,,
-9186234958196992385,кабель кгтп 1х95,16,,,
1675271114220657854,кабель кг-хл 1x95 380/660в-2 ту 16. куз.05-2021 (гост 24334-2020) (м) кольчугине 100000869888030001,99,,,
-8112931806057657298,tasker с124/500 стерео аудио кабель ofc 2x0.12 мм2,50,,,
1424278817772098058,"кабель мкэшнг(а)-lsltx 2х0,75 эм 0,5/0,75 кв",44,,,
7526153272701894577,"кабель мкэшнг(а)-lslтх 2x0,75 эм 0,5/0,75 кв",44,,,
-2974113881931479849,"щит угл. внутр. 0,2x0,3x0,9 м * 3мм левый",41,,,
6122552736593082631,"щит угл. внутр. 0,2x0,3x0,9 м * 3мм правый",42,,,
4660239522622805687,"щув st 0,2х0,3х0,9м",19,,,
-1740638057262502066,"кабель коаксиальный rg-6, 1х1,13 мм², 75 ом рк 75-4,8-319нг(а)-lsltx бухты по 250м, срок произв 30 дн",101,,,
1036965155702344024,провод силовой пугвнг (a)-lsltx 1x1.5 белый (100м)тртс,54,,,
-9040570609635059991,провод силовой пугвнг (a)-lsltx 1x1.5 голубой (100м)тртс,56,,,
8045524068934025000,провод силовой пугвнг (a)-lsltx 1x1.5 желто-зеленый (100м)тртс,62,,,
-372800665964436871,"кабель ввгнг(а)-frlsltx 2х2,5ок(n) - 0,66",41,,,
-9032790306360725309,"кабель ввгнг(а)-frlsltx 2х2,5ок(n)-0,66кв ту  16.к73.108-2013 (гост 31996-2012) (электрокабель)",95,,,
5775208483100787359,"кабель ввгнг(а)-frlsltx 2х2,5ок(n)-0,66кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",94,,,
-7679144251013935962,"кабель ввгнг(а)-lsltx 2х2,5ок(n)  - 0,66",40,,,
1388069515263551803,"кабель ввгнг(а)-lsltx 2х2,5ок(n)-0,66кв ту  16.к73.108-2013 (гост 31996-2012) (электрокабель)",93,,,
878858431430561718,"кабель ввгнг(а)-lsltx 2х2,5ок(n)-0,66кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",92,,,
7839755125775284812,кабель kbb 3x1.5 госнип / подольсккабель,40,,,
2761426803493055303,кабель вбшвнг(а)-ls 3x1.5 (n ре) 0.66кв (м) электрокабель нн 00-00005808,72,,,
6036919361503919424,"кабель ввгнг(а)-frlsltx 3х1,5ок(n, pe) - 0,66",45,,,
7552227961158008589,"кабель ввгнг(а)-frlsltx 3х1,5ок(n,pe)-0,66кв ту  16.к73.108-2013 (гост 31996-2012) (электрокабель)",98,,,
6441868459669563850,"кабель ввгнг(а)-frlsltx 3х1,5ок(n,pe)-0,66кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",97,,,
-8978694535149213888,"кабель ввгнг(а)-lsltx 3х1,5ок(n, pe) - 0,66",43,,,
2911323074603964172,"кабель ввгнг(а)-lsltx 3х1,5ок(n,pe)-0,66кв ту  16.к73.108-2013 (гост 31996-2012) (электрокабель)",96,,,
-924855046209442499,"кабель ввгнг(а)-lsltx 3х1,5ок(n,pe)-0,66кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",95,,,
1406838080298474072,кабель квв 3x1.5 (м) спец.,26,,,
2678037480398397374,"кабель ппгнг(а)-hf 3х1,5ок(n, pe) - 0,66",40,,,
103439078461861211,"кабель ппгнг(а)-hf 3х1,5ок(n,pe)-0,66 кв ту  16.к73.102-2011 (гост 31996-2012) (электрокабель)",94,,,
7818951586899269107,"кабель ппгнг(а)-hf 3х1,5ок(n,pe)-0,66 кв ту 16.к73.102-2011 (гост 31996-2012) (электрокабель)",93,,,
-12453572690393255,"кабель вбшв 3x1 ,5ок(м,ре)-1кв ту 16-705.499-2010 (гост 31996-2012) (электрокабель)",83,,,
9179834462214941198,"кабель вбшв 3x1,5ок(n,ре)-1кв ту 16-705.499-2010 (гост 31996-2012) (электрокабель)",82,,,
-3559215428355059216,кабель вбшвнг(а)-ls 3х1.5 (n pe) 0.66кв (м) электрокабель нн00-00005808,71,,,
-2106158482451812819,кабель квв 3х1.5 (м) спец.,26,,,
4925350237321407653,"кабель мкшнг(а)-lsltx 3х1 0,5/0,75 кв",37,,,
-8396063493646298295,"кабель мкшнг(а)-lslтх 3x1 0,5/0,75 кв",37,,,
703241611112271836,"кабель h07rn-f 3x2,5 450/750в ту 16.к73.128-2015  (электрокабель)",65,,,
-425373458778395507,"кабель h07rn-f 3x2,5 450/750в ту 16.к73.128-2015 (электрокабель)",64,,,
6280258845632143490,"кабель аввг 3x2,5",17,,,
9062542084453765217,"кабель аввг 3х2,5 - 0,66",24,,,
-5670153520268766488,"кабель аввгнг 3x2,5",19,,,
8579045890374050198,"кабель аввгнг(а)-ls-п (3х2,5)",29,,,
-7046220527438363148,"кабель аввг-п 3x2.5 б ок 0,66кв (бухта) (м) альгиз к фр-00000422",64,,,
3035265103423170428,"кабель аввг-п 3x2.5 б ок 0.66кв (бухта) (м) альгиз к фр-00000422 на согласование, кабель плоский",96,,,
5858998836881714373,кабель аввг-п 3x2.5 ч ок 0.66кв (бухта) (м) альгиз к фр-00000423,64,,,
1072842376343335816,кабель аввг-пнг(а)-ls 3x2.5 ok (n ре) 0.66кв (бухта 100м) плоский (м) алюр,74,,,
-8146334823725990540,кабель аввг-пнг(а)-ls 3x2.5 ok (n ре) 0.66кв (бухта) (м) алюр 00- 00001905,74,,,
4155204708021312015,кабель аввг-пнг(а)-ls 3x2.5 ok (n ре) о.ббкв (бухта) (м) алюр 00- 00001905,74,,,
8962203174265523123,"кабель аввг-пнг(а)-ls 3х2,5 черный",34,,,
3958488299373246324,кабель аввг-пнг(а)-ls 3х2.5 алюр,32,,,
2579057785982626950,кабель аввг-пнг(а)-ls 3х2.5 ок (n pe) 0.66кв (бухта) (м) алюр 00- 00001905,74,,,
-5966257430949638345,"кабель вбшв 3х2,5ок(м,ре)-1кв ту 16-705.499-2010 (гост 31996-2012) (электрокабель)",82,,,
-2098950554333891497,кабель вбшвнг(а)-ls 3x2.5 (n ре) 0.66кв (м) электрокабель нн 00-00005812,72,,,
8169202752636252100,кабель вбшвнг(а)-ls 3х2.5 (n pe) 0.66кв (м) электрокабель нн00-00005812,71,,,
529362319159830374,"кабель ввгнг(а)-frlsltx 3х2,5ок(n, pe) - 0,66",45,,,
-2380656153945434413,"кабель ввгнг(а)-frlsltx 3х2,5ок(n,pe)-0,66кв ту  16.к73.108-2013 (гост 31996-2012) (электрокабель)",98,,,
-2429175483882307898,"кабель ввгнг(а)-frlsltx 3х2,5ок(n,pe)-0,66кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",97,,,
6038871243641489408,"кабель ввгнг(а)-lsltx 3х2,5ок(n, pe) - 0,66",43,,,
7200258977608700295,"кабель ввгнг(а)-lsltx 3х2,5ок(n,pe)-0,66кв ту  16.к73.108-2013 (гост 31996-2012) (электрокабель)",96,,,
-7746494869239144779,"кабель ввгнг(а)-lsltx 3х2,5ок(n,pe)-0,66кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",95,,,
4087278396533195295,кабель ввг-пнг(а) 3х2.5 ок (n pe) 0.66кв (бухта) (м) кабэкс тхм00136561,71,,,
-6688840430614254021,"кабель кг 3x2,5 380/660-3 ту 16.к09-064-2004 / гост 24334-2020",62,,,
-1355825466498509152,"кабель кг 3х2,5",15,,,
7072980162095498677,"кабель кгтп 3x2,5-0,66",22,,,
2219037877874763895,кабель кгтп 3x2.5 (n ре) 380/660-3 (м) конкорд 9240,51,,,
-7370161986998863468,"кабель кгтп 3х2,5",17,,,
-1986177874381621236,"кабель силовой аввг-п 3x2.5 (n, ре)-0.660 плоский однопроволочный",65,,,
-4463237026947335852,"кабель силовой кгтп-хл 3x2.5 (n, ре), 380/660-3 9240 (конкорд)",62,,,
-7646154149418257045,кабель апвбшв 3x6 ok (n ре) 1кв (м) кольчугине 100000054644030002,65,,,
-9210961900771192309,кабель апвбшв 3x6 ok (n ре) 1кв (м) кольчугино 100000054644030002,65,,,
-5399640785962123380,кабель апвбшв 3х6 ок (n pe) 1кв (м) кольчугино 100000054644030002,65,,,
8395239051333482205,"щув ( (3,0мм)0,3х0,4х0,9м)",26,,,
852493799867054043,"щув ( (3,0мм)0,4х0,3х0,9м)",26,,,
-5876022280904858364,"кабель ввгнг(а)-frlsltx 4х1,5ок(n) - 0,66",41,,,
1159389340620377307,"кабель ввгнг(а)-frlsltx 4х1,5ок(n)-0,66кв ту  16.к73.108-2013 (гост 31996-2012) (электрокабель)",95,,,
-2793498778075319754,"кабель ввгнг(а)-frlsltx 4х1,5ок(n)-0,66кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",94,,,
-3551156343111020806,"кабель ввгнг(а)-lsltx 4х1,5ок(n)-0,66кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",92,,,
149461984100111952,"кабель ввгэнг(а)-lsltx 4х1,5ок(n)-0,66 кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",94,,,
-6208015141985323710,"кабель ппгнг(а)-hf 4х1,5ок(n) - 0,66",36,,,
747587340356307857,"кабель ппгнг(а)-hf 4х1,5ок(n)-0,66 кв ту 16.к73.102-2011  (гост 31996-2012) (электрокабель)",91,,,
3992032087492221794,"кабель ппгнг(а)-hf 4х1,5ок(n)-0,66 кв ту 16.к73.102-2011 (гост 31996-2012) (электрокабель)",90,,,
980527295186570112,кабель kbb 4x10 госнип / подольсккабель,39,,,
-9175753338612404962,кабель вбшв 4х10 0.66кв электрокабель нн,40,,,
6126562654789973822,кабель вбшвнг(а)-ls 4x10 ok (n) 1 кв (м) алюр 00-00003325,57,,,
-4675014766021052324,кабель вбшвнг(а)-ls 4х10 ок (n) 1кв (м) алюр,44,,,
-2663093187786570523,кабель вбшвнг(а)-ls 4х10 ок (n) 1кв (м) алюр 00-00003325,56,,,
-7675170406186183389,кабель квв 4x10 (м) спец.,25,,,
2948644546191139148,кабель квв 4х10 (м) спец.,25,,,
2561869722015514862,кабель кгтп 4x10,16,,,
-6244983650954031710,кабель силовой вбшвнг(а)-ls 4х10-1,34,,,
2224068781675012076,кабель авбшв 4x120,18,,,
518813788944809304,кабель апвбшв 4x120 мс (n) 1кв (м) камкабель 11y14410n00090j толеранс на производство +-10%,91,,,
-3295805935354995172,кабель апвбшв 4х120 мс (n) 1кв (м) камкабель 11y14410n00090j,60,,,
6690460124620771202,кабель апвбшв 4х120 мс n -1 камкабель толеранс на производство +-10%,68,,,
8623605091160503761,кабель апвбшв-1 4x120 pэk-prysmian,34,,,
8082898944363088705,кабель апвбшп(г) 4х120 (n) 1кв алюр,35,,,
8821913884536728614,"кабель ввгнг(а)-frlsltx 4х2,5ок(n) - 0,66",41,,,
-4888916243471568219,"кабель ввгнг(а)-frlsltx 4х2,5ок(n)-0,66кв ту  16.к73.108-2013 (гост 31996-2012) (электрокабель)",95,,,
8236098571786618022,"кабель ввгнг(а)-frlsltx 4х2,5ок(n)-0,66кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",94,,,
8382012065761489483,"кабель ввгэнг(а)-lsltx 4х2,5ок(n) - 0,66",40,,,
-5909881131405429443,"кабель ввгэнг(а)-lsltx 4х2,5ок(n)-0,66 кв ту  16.к73.108-2013 (гост 31996-2012) (электрокабель)",95,,,
-5305745688936617103,"кабель ввгэнг(а)-lsltx 4х2,5ок(n)-0,66 кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",94,,,
-3647151837248702790,"кабель ппгнг(а)-hf 4х2,5ок(n)-0,66 кв ту 16.к73.102-2011 (гост 31996-2012) (электрокабель)",90,,,
-9060812653293350589,"кабель ппгэнг(а)-hf 4х2,5ок(n) - 0,66",37,,,
-1006876176811959479,"кабель ппгэнг(а)-hf 4х2,5ок(n)-0,66кв ту 16.к73.102-2011  (гост 31996-2012) (электрокабель)",91,,,
800615957338541849,"кабель ппгэнг(а)-hf 4х2,5ок(n)-0,66кв ту 16.к73.102-2011 (гост 31996-2012) (электрокабель)",90,,,
-4403474012047664097,кабель аввг 4x240 1 кв (м) алюр,31,,,
-6781209294887043748,кабель аввг 4x240 мс (n) 1 кв (м) энергокабель эк000025749,58,,,
2950555982223062042,кабель аввг 4x240-1 энергокабель,32,,,
-3823197746846207009,кабель аввг 4х240-1 алюр,24,,,
-2771682092773222621,кабель аввгнг(а)-ls 4x240 мс (n) 1 кв (м) алюр 00-00001689,58,,,
2340088824925779162,кабель апвбшп 4х25 0.66кв алюр,30,,,
2694533853281465542,кабель апвбшп(г) 4х25 мк (n) 0.66кв (м) алюр 00-00002316,56,,,
6386592756771278009,кабель апвбшп(г) 4х25 мк (n) 1кв (м) эм-кабель,46,,,
5089685198449246760,кабель авбшв 5x16,17,,,
-9110437186430809110,"кабель вбшв 5х2,5ок(n,ре)-0,66кв ту 16-705.499-2010 (гост 31996-2012) (электрокабель)",85,,,
-7649690416120960752,"кабель вбшв 5х2,5ок(м,ре)-0,66кв ту 16-705.499-2010 (гост 31996-2012) (электрокабель)",85,,,
2797025488929876534,кабель вбшвнг(а)-ls 5x2.5 (n ре) 0.66кв (м) электрокабель нн 00-00006169,72,,,
-6615679827101501321,кабель вбшвнг(а)-ls 5х2.5 (n pe) 0.66кв (м) электрокабель нн00-00006169,71,,,
-6050136611346203936,"кабель ввгнг(а)-frlsltx 5х2,5ок(n, pe) - 0,66",45,,,
-4973084990272355498,"кабель ввгнг(а)-frlsltx 5х2,5ок(n,pe)-0,66кв ту  16.к73.108-2013 (гост 31996-2012) (электрокабель)",98,,,
-4343373726190710800,"кабель ввгнг(а)-frlsltx 5х2,5ок(n,pe)-0,66кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",97,,,
1432201835072466307,кабель ввгнг(а)-ls 5х2.5 ок (n pe) 0.66кв (м) промэл 11853900,61,,,
3516820543309361893,"кабель ввгнг(а)-lsltx 5х2,5ок(n, pe) - 0,66",43,,,
4278018319845172100,"кабель ввгнг(а)-lsltx 5х2,5ок(n,pe)-0,66кв ту  16.к73.108-2013 (гост 31996-2012) (электрокабель)",96,,,
-109579809165340209,"кабель ввгнг(а)-lsltx 5х2,5ок(n,pe)-0,66кв ту 16.к73.108-2013 (гост 31996-2012) (электрокабель)",95,,,
-1708019655019243515,"кабель ввгнг(а)-lslтх 5x2,5 - 0,66",34,,,
-6738866246916472830,"кабель кг 5x2,5(n, ре) 380/660-2 ту 16.к09-064-2004 / гост 24334-2020",69,,,
-5879722254316156782,кабель кгтп 5x2.5 (n ре) 380/660-3 (м) конкорд,46,,,
-8965095059434912881,"кабель ппгнг(а)-hf 5х2,5ок(n, pe) - 0,66",40,,,
9041421546677910272,"кабель ппгнг(а)-hf 5х2,5ок(n,pe)-0,66 кв ту  16.к73.102-2011 (гост 31996-2012) (электрокабель)",94,,,
332729238177764385,"кабель ппгнг(а)-hf 5х2,5ок(n,pe)-0,66 кв ту 16.к73.102-2011 (гост 31996-2012) (электрокабель)",93,,,
-296058718433440725,кабель апвбшв 4x95 мс (n) 1кв (м) камкабель толеранс на производство +-10%,74,,,
4983885101289577763,кабель апвбшв 4х95 мс (n) 1кв (м) камкабель,43,,,
3585696722634299029,кабель апвбшв 4х95 мс n -1 камкабель толеранс на производство +-10%,67,,,
6094602178463482040,кабель апвбшв-1 4x95 pэk-prysmian,33,,,
6496354051543544018,кабель апвбшп(г) 4х95 (n) 1кв алюр / энергокомплект,51,,,
-5387713415992976417,кабель авбшвнг(а)-ls 5x10 ок 1 кв (м) спец.,43,,,
6805151943685078502,кабель аввг 5x10 ok (n ре) 0.66кв (м) алюр,42,,,
8909072004644369575,кабель аввг 5x25 ok (n ре) 0.66кв (м) алюр,42,,,
218585717328294444,кабель аввгнг(а)-ls 5x25 ok (n ре) 0.66кв (м) алюр 00-00001789,62,,,
-7780462906680526435,кабель авбшв 5x35,17,,,
498910277032501194,кабель h07rn-f 5x4 450/750в ту 16.к73.128-2015 (электрокабель),62,,,
-2092789818676272387,кабель аввг 5x4,15,,,
-7765742671474857369,кабель аввгнг(а)-ls (5х4),25,,,
8440911724829664043,кабель аввгнг(а)-ls 5x4 ok (n ре) 0.66кв (м) алюр 00-00001801,61,,,
-6615326891330252115,кабель аввгнг(а)-ls 5х4 алюр,28,,,
-7738067822583805449,кабель аввгнг(а)-ls 5х4 ок (n pe)  0.66кв (м) алюр 00-00001801,62,,,
-2014517630684800498,кабель аввг 5x6,15,,,
1405544072902545818,кабель аввг 5x6 ok (n ре) 0.66кв (м) алюр,41,,,
8254618971202217587,кабель аввгнг(а)-ls 5x6 ok (n ре) 0.66кв (м) алюр 00-00001815,61,,,
-4086932325349392083,кабель аввгнг(а)-ls 5х6 алюр,28,,,
-2762229246789201077,кабель аввгнг(а)-ls 5х6 ок (n pe)  0.66кв (м) алюр 00-00001815,62,,,
-4255369581615867741,кабель ввгнг(а)-ls 5x6,22,,,
-8953879262782836772,кабель ввгнг(а)-ls 5х6,22,,,
-4098821745507675118,"ооо амг-электро кабель ввгнг(а)-ls 5x6 ок (n,ре) - 0,66 кв бухта - 100 п.м. 01.472.60.21 22042",94,,,
-4539406722043393766,кабель аввгнг(а)-ls 5x70 1кв,28,,,
